Gene name,Mouse gene name
SNORD115-35,Gm22629
SNORD115-35,Gm24417
SNORD115-35,Gm23560
SNORD115-35,Gm24585
SNORD115-35,Gm25314
SNORD115-35,Gm25088
SNORD115-35,Gm23682
SNORD115-35,Gm23449
SNORD115-35,Gm24872
SNORD115-35,Gm25089
SNORD115-35,Gm25230
SNORD115-35,Gm26389
SNORD115-35,Gm24100
SNORD115-35,Gm25085
SNORD115-35,Gm24220
SNORD115-35,Gm23356
SNORD115-41,Gm25499
SNORD115-41,Gm22496
SNORD115-42,Gm25499
SNORD115-42,Gm22496
SNORD115-44,Gm25499
SNORD115-44,Gm22496
ATP6V0D1,Atp6v0d1
USP27X,Usp27x
RNU6-421P,Gm24593
CXCL12,Cxcl12
RNU6-90P,Gm22808
CS,Cs
CS,Csl
LEO1,Leo1
TAF1,Taf1
SLC26A4,Slc26a4
C10orf53,1700024G13Rik
RUFY2,Rufy2
TMOD3,Tmod3
CKMT1B,Ckmt1
PJA1,Pja1
CBLL1,Cbll1
STRC,Strc
DDX3X,Ddx3x
DDX3X,D1Pas1
DNA2,Dna2
HPR,Hp
AP4S1,Ap4s1
SLC26A3,Slc26a3
OTP,Otp
CFAP263,Ccdc113
TBCA,Tbca
NUP54,Nup54
SMOC2,Smoc2
SMG1,Smg1
OR10A4,Or10a4
DCUN1D4,Dcun1d4
SPINK5,Spink5
FADS2,Fads2
RHOA,Rhoa
RHAG,Rhag
SLC25A16,Slc25a16
SH2B2,Sh2b2
ATL1,Atl1
TET1,Tet1
OR1M1,Or1m1
POLD2,Pold2
OR7G1,Or7g25
OR7G1,Or7g17
OR7G1,Or7g31
OR7G1,Or7g34
OR7G3,Or7g12
OR7G3,Or7g19
ZNF317,Zfp317
ANGEL1,Angel1
SNORD98,Snord98
CYSRT1,Cysrt1
ACAD9,Acad9
SAR1A,Sar1a
DNM1,Dnm1
AKT1,Akt1
RNU6-554P,Gm55002
CKMT1A,Ckmt1
OR7D4,Or7d10
OR7D4,Or7d11
OR7D4,Or7d9
PCP4L1,Pcp4l1
CHST3,Chst3
CNPY3,Cnpy3
CIC,Cic
CFAP126,Cfap126
KLHDC3,Klhdc3
SPOCK2,Spock2
OR9G1,Or9g20
OR4D10,Or4d10
OR4D10,Or4d10c
OR4D10,Or4d10b
RNU6-481P,Gm22995
NKIRAS2,Nkiras2
GJA5,Gja5
GJA8,Gja8
ZBTB16,Zbtb16
GPR89B,Gpr89
ASCC1,Ascc1
RNU6-353P,Gm55002
ELL3,Ell3
EZR,Ezr
CNPY2,Cnpy2
LRGUK,Lrguk
USH1C,Ush1c
ESR1,Esr1
DHX58,Dhx58
MIR1282,Gm22953
MFAP1,Mfap1a
MFAP1,Mfap1b
SLC35B4,Slc35b4
IL23A,Il23a
APOF,Apof
SLC24A1,Slc24a1
LRRC66,Lrrc66
SLCO1B1,Slco1b2
ZNF786,Zfp786
SGCB,Sgcb
KAT2A,Kat2a
SMIM33,Smim33
STING1,Sting1
SPATA18,Spata18
RN7SL521P,Gm22567
RN7SL521P,Gm24105
RN7SL521P,Gm24514
PDIA4,Pdia4
IAPP,Iapp
GEM,Gem
PYROXD1,Pyroxd1
PLEKHF1,Plekhf1
PLAGL1,Plagl1
OR7A17,Or7a36
OR7A17,Or7a40
OR7A17,Or7a42
OR7A17,Or7a38
PTN,Ptn
DMPK,Dmpk
RNU1-129P,Gm54902
RNU1-129P,Gm22741
NSUN7,Nsun7
RNU6-809P,Gm23932
MMP16,Mmp16
PIK3CG,Pik3cg
HSPB9,Hspb9
PITX3,Pitx3
PPM1D,Ppm1d
NANOS1,Nanos1
CEP170B,Cep170b
EIF3A,Eif3a
RECQL,Recql
HP,Hp
DENND4A,Dennd4a
CXXC5,Cxxc5
UCHL1,Uchl1
MFN2,Mfn2
AIMP2,Aimp2
TEX2,Tex2
SIN3B,Sin3b
GP9,Gp9
PRDM14,Prdm14
RAB43,Rab43
OTOG,Otog
MED20,Med20
GOLT1B,Golt1b
UBE2D2,Ube2d2a
FABP5,Fabp5
OR4Q3,Or4q3
RIN3,Rin3
ANKRD61,Ankrd61
NHSL1,Nhsl1
CFTR,Cftr
SNORA19,Gm54426
SNORA19,Snora19
,Gm54606
DENND10,Dennd10
PDP1,Pdp1
SPX,Spx
MRPS27,Mrps27
ISY1,Isy1
C6orf141,9130008F23Rik
TRPA1,Trpa1
C14orf28,Gm527
OLFML1,Olfml1
YARS2,Yars2
H2BC13,H2bc13
H2BC13,H2bc12
H2BC13,H2bc11
H2BC13,H2bc23
H2BC13,H2bc15
H2BC13,H2bc24
H2BC13,H2bc7
H2BC7,H2bc6
H3C8,H3c11
TAAR5,Taar5
H2BC5,H2bc14
KLHL28,Klhl28
RAB11A,Rab11a
MYCT1,Myct1
CACNB3,Cacnb3
USP49,Usp49
TOGARAM1,Togaram1
SFXN4,Sfxn4
PPFIBP2,Ppfibp2
LY6G6D,Ly6g6d
RNU6-18P,Gm23355
KRT17,Krt17
CUL7,Cul7
GOLGA8O,Golga2
GP1BA,Gp1ba
TRAF4,Traf4
CXCR6,Cxcr6
F2RL3,F2rl3
CPAMD8,Gm7298
CPAMD8,Mug2
CPAMD8,Mug1
CDH17,Cdh17
NOVA1,Nova1
PROS1,Pros1
CIB2,Cib2
ADGRF4,Adgrf4
PRDX3,Prdx3
HEPACAM2,Hepacam2
CSHL1,Gh
WDR1,Wdr1
HAUS8,Haus8
GRK5,Grk5
RND1,Rnd1
IDH3A,Idh3a
ABCA8,Abca8b
ADCY6,Adcy6
SALL1,Sall1
ZKSCAN4,Zkscan3
ZKSCAN4,Zkscan4
PANK1,Pank1
SAMD9L,Samd9l
SEPTIN1,Septin1
NKAPL,Nkapl
RNU2-62P,Gm26020
MPHOSPH9,Mphosph9
PRSS16,Prss16
DTD2,Dtd2
GPR33,Gpr33
RNU6-455P,Gm24754
MTDH,Mtdh
MIR29A,Mir29a
MIR29B1,Mir29b-1
SEMA3E,Sema3e
FSCB,Fscb
RNU6-297P,Gm23570
WDR20,Wdr20rt
WDR20,Wdr20
TMCO2,Tmco2
MRFAP1L2,Mrfap1
IL34,Il34
POP1,Pop1
DMBT1,Dmbt1
ZMPSTE24,Zmpste24
PCGF3,Pcgf3
ATP5F1D,Atp5f1d
NECAB2,Necab2
TLCD3B,Tlcd3b
RNU6-511P,Gm25322
RSPH10B2,Rsph10b
STX19,Stx19
DHFR2,Dhfr
ZNF839,Zfp839
NSUN3,Nsun3
COL9A2,Col9a2
WDR76,Wdr76
MBTPS1,Mbtps1
CDK2AP1,Cdk2ap1rt
CDK2AP1,Cdk2ap1
SCN1B,Scn1b
ARL13B,Arl13b
ERICH5,Erich5
POM121L2,Pom121l2
MRPS28,Mrps28
CINP,Cinp
DCAF4L2,Dcaf4
FAM81B,Fam81b
TAF8,Taf8
PDGFA,Pdgfa
SLCO5A1,Slco5a1
BUB1B,Bub1b
SBNO1,Sbno1
CSN3,Csn3
CYB5R2,Cyb5r2
TECPR2,Tecpr2
OCM2,Ocm
ARSK,Arsk
SLC16A6,Slc16a6
SHISA7,Shisa7
FAM90A26,Fam90a1b
FAM90A26,Fam90a1a
PSMD7,Psmd7
CCDC201,Ccdc201
AUTS2,Auts2
GK3,Gykl1
GK3,Gk
PNMA8C,Pnma8c
FXYD3,Fxyd3
RHOH,Rhoh
ARHGAP44,Arhgap44
OTULINL,Otulinl
ZNF706,Zfp706
MTRFR,Mtrfr
CLEC18B,Clec18a
DHX37,Dhx37
DDX4,Ddx4
RNF38,Rnf38
PPP1R13B,Ppp1r13b
CASP3,Casp3
ABCC12,Abcc12
MTFR1L,Mtfr1l
YWHAZ,Ywhaz
TAF11,Taf11
BRI3BP,Bri3bp
BUD13,Bud13
SEMA6D,Sema6d
SMIM8,Smim8
AACS,Aacs
MIR221,Mir221
MIR222,Mir222
VIPR1,Vipr1
C6orf163,Gm136
,1600025M17Rik
TMEM231,Tmem231
ZPR1,Zpr1
CFAP206,Cfap206
EGFR,Egfr
ATP5MJ,Atp5mj
SMIM10L2B-AS1,1600025M17Rik
INTS6L,Ints6l
FREM3,Frem3
TDRD9,Tdrd9
ELOB,Elob
PITPNA,Pitpna
SLC35A1,Slc35a1
GYPE,Gypa
PODNL1,Podnl1
CLTA,Clta
PPP4R3C,Ppp4r3c2
PPP4R3C,Ppp4r3c1
BMP15,Bmp15
GYPA,Gypa
AUNIP,Aunip
PAQR7,Paqr7
HAS3,Has3
LLPH,Llph
RNU6-444P,Gm24126
TMEM53,Tmem53
C19orf85,Gm36210
IL6ST,Il6st
RARS2,Rars2
IRAK3,Irak3
CHTF8,Chtf8
COL5A1,Col5a1
ARMH1,Armh1
RNU6-684P,Gm24384
IGHA1,Igha
THSD8,Gm49661
CEP95,Cep95
MEX3D,Mex3d
RNU6-22P,Gm25755
DERPC,Derpc
HELB,Helb
MSRB1,Msrb1
APOA5,Apoa5
CIPC,Cipc
APOA4,Apoa4
RPL3L,Rpl3l
APOC3,Apoc3
SEZ6,Sez6
LGALS7,Lgals7
SHPRH,Shprh
SLC11A2,Slc11a2
SEC22C,Sec22c
TMEM63C,Tmem63c
NDUFB10,Ndufb10
APOA1,Apoa1
WRN,Wrn
KIF2C,Kif2c
TCEAL7,Tceal7
TCEAL9,Tceal9
BEX3,Bex3
KCNA7,Kcna7
GALC,Galc
SIK3,Sik3
CYP4F11,Cyp4a32
CYP4F11,Cyp4a10
CYP4F11,Cyp4a31
CYP4F11,Cyp4a30b
AKAP17A,Akap17a
SPAG9,Spag9
RPL30,Rpl30
ASMT,Asmt
SS18L2,Ss18l2
LMTK3,Lmtk3
KLHL40,Klhl40
RAET1E,Ulbp1
SLC7A13,Slc7a13
HHIP,Hhip
DOCK11,Dock11
HHATL,Hhatl
IRF5,Irf5
CA13,Car13
CAP2,Cap2
ZNF266,Zfp266
FSBP,Fsbp
AKAP13,Akap13
NIPAL2,Nipal2
ANAPC10,Anapc10
RPS8,Rps8
SNORA64,Snora64
SNORA78,Snora78
AGXT2,Agxt2
RNF151,Rnf151
FCN1,Fcnb
TBL3,Tbl3
SNORD55,Snord55
SNORD46,Gm26330
SNORD38A,Snord38a
SNORD38B,Gm22980
SYNE3,Syne3
EIF2B3,Eif2b3
SLC1A6,Slc1a6
CA2,Car2
TLE4,Tle4
CCDC13,Ccdc13
DUSP13B,Dusp13b
GLRX5,Glrx5
RIDA,Rida
NUDCD3,Nudcd3
OR56A3,Or56a3b
OR56A3,Or56a3
HECTD3,Hectd3
RDH16,Rdh1
RDH16,Rdh16f2
RDH16,Rdh16
RDH16,Rdh19
RDH16,Rdh7
RDH16,Rdh9
OR51M1,Or51m1
DUSP13A,Dusp13a
HIGD1A,Higd1a
DNAJC14,Dnajc14
OR51I2,Or51i2
BSCL2,Bscl2
MYO9B,Myo9b
DNAJC21,Dnajc21
CLIP1,Clip1
POLR2K,Polr2k
C10orf120,4933402N03Rik
FAM8A1,Fam8a1
ACKR2,Ackr2
RNU6-190P,Gm25937
RBBP8P1,
PHACTR1,Phactr1
CDK13,Cdk13
KDM5C,Kdm5c
WWP1,Wwp1
CUZD1,Cuzd1
CYP8B1,Cyp8b1
UROD,Urod
ZBTB47,Zbtb47
NOXO1,Noxo1
TCL1B,Tcl1b5
TCL1B,Tcl1b2
TCL1B,Tcl1b3
TCL1B,Tcl1b1
TCL1B,Tcl1b4
RN7SKP235,Gm56101
ABCE1,Abce1
IQCF1,Iqcf1
BUB1,Bub1
C10orf88,2310057M21Rik
IQCF5,Iqcf5
PARP3,Parp3
OR52K2,Or52k2
MDFI,Mdfi
FOS,Fos
OR52K1,Or52k2
CCDC87,Ccdc87
CCS,Ccs
PSTK,Pstk
ZNF474,Zfp474
MPP2,Mpp2
JDP2,Jdp2
ZNF475,1700034E13Rik
IKZF5,Ikzf5
TRIQK,Triqk
MACIR,Macir
ZKSCAN7,Zkscan7
COL11A2,Col11a2
ENO4,Eno4
SYNGR3,Syngr3
ACTN1,Actn1
PPIP5K2,Ppip5k2
ACTA2,Acta2
RBM14,Rbm14
KMT2E,Kmt2e
ZSCAN5A,Zscan5b
NHERF2,Nherf2
NOL9,Nol9
PPP1R14D,Ppp1r14d
RBM4,Rbm4
SNX33,Snx33
CATSPER2,Catsper2
KCTD15,Kctd15
TAS1R1,Tas1r1
OTUD4,Otud4
RBM4B,Rbm4b
ZBTB48,Zbtb48
BMPR1A,Bmpr1a
ARHGAP32,Arhgap32
ZNF439,Zfp78
MIR1225,Gm54763
UQCC4,Uqcc4
RALYL,Ralyl
LRRC8C,Lrrc8c
PERCC1,Percc1
ZNF35,Zfp105
TNPO2,Tnpo2
CCDC154,Ccdc154
EPHA8,Epha8
TCF12,Tcf12
ARHGAP17,Arhgap17
DNLZ,Dnlz
SCN10A,Scn10a
UBAC1,Ubac1
ART3,Art3
HEATR1,Heatr1
NUAK1,Nuak1
NACC2,Nacc2
WDR35,Wdr35
KCNV1,Kcnv1
RNU6-389P,Gm22597
RNU6-389P,Gm23210
BTNL2,Btnl2
SEPTIN14,Septin14
TBC1D15,Tbc1d15
RIPPLY2,Ripply2
UQCRB,Uqcrb
THEMIS,Themis
TMEM250,Tmem250
COBL,Cobl
LHX3,Lhx3
MCUR1,Mcur1
CSF2RA,Csf2ra
CAPN7,Capn7
PHACTR2,Phactr2
QSOX2,Qsox2
PSME3,Psme3
BMS1,Bms1
CCDC187,Ccdc187
LAPTM4B,Laptm4b
ELK1,Elk1
OTOF,Otof
RET,Ret
ANO5,Ano5
CYB5B,Cyb5b
PRRC2B,Prrc2b
CHRNB3,Chrnb3
KCND1,Kcnd1
LONRF3,Lonrf3
RNU6-949P,Gm25364
STX12,Stx12
CLXN,Clxn
SLC5A11,Slc5a11
ATP8A1,Atp8a1
SH3BP5,Sh3bp5
RNU6-1245P,Gm23025
PPP1R8,Ppp1r8
ZDHHC17,Zdhhc17
CATSPER3,Catsper3
TSPYL5,Tspyl5
INIP,Inip
CCHCR1,Cchcr1
KCNS2,Kcns2
PITX1,Pitx1
PBDC1,Pbdc1
GATAD2A,Gatad2a
BCAP29,Bcap29
MAT1A,Mat1a
RAD54B,Rad54b
SNX30,Snx30
SLC25A48,Slc25a48
DYDC1,Dydc1
THEMIS2,Themis2
ZNF883,A430033K04Rik
ZNF383,Zfp383
RAPGEF1,Rapgef1
NARF,Narf
DYDC2,Dydc2
OR2AP1,Or6c8
OR2AP1,Or6c8b
OR6C2,Or6c2
GLT8D2,Glt8d2
NEUROG1,Neurog1
OR52M1,Or52m1
CXCL14,Cxcl14
OR5M1,Or5m10b
OR5M1,Or5m10
METTL6,Mettl6
ZNF551,Zfp551
OR51F2,Or51f2
PRXL2A,Prxl2a
OR8B3,Or8b3
OR8B3,Or8b3b
OR8B2,Or8b3
OR8B2,Or8b3b
OR10A3,Or10a3n
OR10A3,Or10a3m
OR10A3,Or10a3
OR10A3,Or10a49
OR10A3,Or10a48
OR10A3,Or10a3b
OR10A2,Or10a5
OR10A2,Or10a2
OR5A1,Or5a1
RPA2,Rpa2
OR51G2,Or51g2
OR51A7,Or51a7
ZNF154,Zfy2
ZNF154,Zfy1
LIN7A,Lin7a
SLC6A7,Slc6a7
OR52E4,Or52e4
OR5T1,Or5t17
OR5T1,Or5t5
OR5T1,Or5t9
KCNJ11,Kcnj11
EAF1,Eaf1
UBR5,Ubr5
OR6A2,Or6a2
ZNF747,Zfp764l1
ZNF747,Zfp764
OR51D1,Or51d1
GPR141,Gpr141
C12orf71,1700034J05Rik
FIGNL2,Fignl2
ZNF891,Zfp78
OR51E1,Or51e1
WNK1,Wnk1
POLR3K,Polr3k
OR2AG2,Or2ag2
OR2AG2,Or2ag2b
EPDR1,Epdr1
OR10G8,Or10g7
OR10G8,Or10g9
OR10G8,Or10g9b
TSPAN14,Tspan14
ZNF780A,Zfp607a
ZNF780A,Zfp59
ZNF780A,Zfp60
ZNF780A,Zfp607b
ZNF780A,Zfp626
ZNF780A,Zfp850
AIP,Aip
MPG,Mpg
COLQ,Colq
CAMK2A,Camk2a
NADSYN1,Nadsyn1
NME8,Nme8
PRKCH,Prkch
BMP10,Bmp10
RNU1-5P,Gm22738
RNU1-5P,Gm25831
TMEM219,Tmem219
GKN2,Gkn2
MFAP2,Mfap2
JAKMIP1,Jakmip1
GKN1,Gkn1
GRIN1,Grin1
RNU6-1216P,Gm24492
SCARF1,Scarf1
ANTXR1,Antxr1
ATP13A2,Atp13a2
DPEP1,Dpep1
PTGDR,Ptgdr
PTCD1,Ptcd1
PTGER2,Ptger2
ZNF665,Zfp160
B9D1,B9d1
ATF7IP2,Atf7ip2
ZNF160,Zfp160
KRTAP5-8,Krtap5-21
KRTAP5-8,Krtap5-23
KRTAP5-8,Krtap5-25
SH2D4B,Sh2d4b
DNAAF5,Dnaaf5
HACL1,Hacl1
LRRC56,Lrrc56
TEX36,Tex36
PRKAR1B,Prkar1b
OR8J3,Or8j3
THAP12,Thap12
EDRF1,Edrf1
IPCEF1,Ipcef1
TBC1D30,Tbc1d30
B3GNTL1,B3gntl1
NLRC5,Nlrc5
PADI2,Padi2
NR2C1,Nr2c1
FOXP2,Foxp2
NKX3-2,Nkx3-2
ZNF226,Zfp61
BOD1L1,Bod1l
CYFIP2,Cyfip2
PADI1,Padi1
SSTR2,Sstr2
COG1,Cog1
CTNND1,Ctnnd1
RNU6-561P,Gm25828
RNU6-561P,Gm54971
MMP21,Mmp21
LRRTM1,Lrrtm1
EMC7,Emc7
PADI3,Padi3
UROS,Uros
CTNNA2,Ctnna2
KATNBL1,Katnbl1
MTNAP1,Mtnap1
CCN1,Ccn1
NDUFA12,Ndufa12
MTNR1A,Mtnr1a
TBC1D9,Tbc1d9
RNU6-791P,Gm23096
CPSF4L,Cpsf4l
RNF10,Rnf10
HHIPL2,Hhipl2
RNF4,Rnf4
CDC42EP4,Cdc42ep4
EMC4,Emc4
GCA,Gca
TAF1A,Taf1a
SEMA3B,Sema3b
RNU6-638P,Gm55574
AFMID,Afmid
SNAP91,Snap91
ABHD2,Abhd2
HSD17B3,Hsd17b3
ZNF233,Zfp114
ZNF233,Zfp108
ZNF233,Zfp109
ZNF233,Zfp93
ZNF233,Zfp235
KLK9,Klk9
EIF2AK2,Eif2ak2
KLK10,Klk10
KRTAP16-1,Krtap16-1
RNF222,Rnf222
C17orf99,6030468B19Rik
MIA3,Mia3
GSG1L2,Gsg1l2
GLOD4,Glod4
KLK11,Klk11
SLC25A3,Slc25a3
RLBP1,Rlbp1
EYA1,Eya1
RNU6-1160P,Gm24655
RNU6-1160P,Gm26271
RNU6-1160P,Gm25619
SCFD2,Scfd2
SLC35D2,Slc35d2
MIR9-3,Mir9-3
LNX1,Lnx1
LSMEM2,Lsmem2
BCCIP,Bccip
HYAL3,Hyal3
HEATR3,Heatr3
DNAH2,Dnah2
SLC12A6,Slc12a6
ZNF367,Zfp367
KLK12,Klk12
HABP4,Habp4
NAA80,Naa80
TMEM114,Tmem114
DHX32,Dhx32
CDC14B,Cdc14b
AIDA,Aida
RN7SKP222,Gm55113
CREBL2,Crebl2
NDRG4,Ndrg4
KLK13,Klk13
RNU1-20P,Gm23000
GPR19,Gpr19
DNAJB11,Dnajb11
RNU2-42P,Gm25887
APOLD1,Apold1
FANK1,Fank1
DDX47,Ddx47
SLC39A11,Slc39a11
BROX,Brox
TSEN2,Tsen2
ABRAXAS2,Abraxas2
DNAJC10,Dnajc10
KLK14,Klk14
CTBP2,Ctbp2
SPDYE4,Spdye4b
SPDYE4,Spdye4a
CTU1,Ctu1
USP36,Usp36
ATP2A2,Atp2a2
ERMAP,Ermap
SPATA31C1,Spata31
RSAD2,Rsad2
PLXNB1,Plxnb1
ZNF454,Zfp454
SPINK4,Spink4
GIMAP5,Gimap5
GIMAP5,Gimap3
BAG1,Bag1
LSM8,Lsm8
RNF144A,Rnf144a
GRM6,Grm6
RNLS,Rnls
,Cnpy1
ZNF879,Zfp879
CNPY1,Cnpy1
CD33,Siglech
SANBR,Sanbr
ZNF354C,Zfp354c
ZNF691,Zfp691
TTYH3,Ttyh3
CCNY,Ccny
ADAMTS2,Adamts2
CHMP5,Chmp5
IGLON5,Iglon5
PYM1,Pym1
DISP1,Disp1
TLN1,Tln1
VSIG10L,Vsig10l
PVRIG,Pvrig
PMEL,Pmel
ETFB,Etfb
SMIM10L3,Smim10l3
RAC1,Rac1
NMI,Nmi
FAM193B,Fam193b
TAF15,Taf15
CLDND2,Cldnd2
HSD3B1,Hsd3b5
HSD3B1,Hsd3b8
HSD3B1,Hsd3b9
HSD3B1,Hsd3b2
HSD3B1,Hsd3b1
HSD3B1,Hsd3b4
HSD3B1,Hsd3b3
HSD3B1,Hsd3b6
NKG7,Nkg7
DNAJC5B,Dnajc5b
TNFAIP6,Tnfaip6
GJD4,Gjd4
LIM2,Lim2
FZD8,Fzd8
ZNF697,Zfp697
PRKCQ,Prkcq
MLXIPL,Mlxipl
HMGCS2,Hmgcs2
C19orf84,Gm38999
PTDSS1,Ptdss1
RIF1,Rif1
SIGLEC10,Siglecg
ASGR2,Asgr2
REG4,Reg4
ERBIN,Erbin
ADAM30,Adam30
CDK2,Cdk2
PYY,Pyy
CCDC51,Ccdc51
EPOP,Epop
ODF2,Odf2
PHGDH,Phgdh
TNFRSF11B,Tnfrsf11b
MLLT6,Mllt6
TMA7,Tma7
TREX1,Trex1
CISD3,Cisd3
SNAI2,Snai2
PFKFB4,Pfkfb4
TMEM106B,Tmem106b
PCGF2,Pcgf2
GLIPR1L1,Glipr1l3
GLIPR1L1,Glipr1l1
MTBP,Mtbp
EEF1AKMT2,Eef1akmt2
GLIPR1L2,Glipr1l2
SGPL1,Sgpl1
GLIPR1,Glipr1
NRF1,Nrf1
PSMB3,Psmb3
KRR1,Krr1
TMEM72,Tmem72
MTERF3,Mterf3
FBXW7,Fbxw7
RASSF4,Rassf4
PIP4K2B,Pip4k2b
CWC25,Cwc25
TARM1,Tarm1
CYRIA,Cyria
DEPP1,Depp1
SPMAP1,Spmap1
KCNH6,Kcnh6
BAG6,Bag6
ZNF22,Zfp422
MRPL13,Mrpl13
MIR96,Mir96
MIR183,Mir183
ERBB3,Erbb3
UBE2H,Ube2h
OR13A1,Or13a1
ALOX5,Alox5
CCN3,Ccn3
TMEM74,Tmem74
FBXO32,Fbxo32
KANSL3,Kansl3
TIGD4,Tigd4
SLC10A4,Slc10a4-ps
ZAR1,Zar1
TRRAP,Trrap
DCAF7,Dcaf7
NFATC2IP,Nfatc2ip
INSRR,Insrr
FRYL,Fryl
KIF20B,Kif20b
CDH13,Cdh13
RN7SKP270,Gm56284
RN7SKP270,Gm56090
MATN2,Matn2
LRRC47,Lrrc47
UCN2,Ucn2
TACO1,Taco1
MIR711,Mir711
TMEM89,Tmem89
ATXN7L3,Atxn7l3
SLC26A6,Slc26a6
LAIR1,Lair1
TRHDE,Trhde
HSBP1,Hsbp1
RBM20,Rbm20
KNOP1,Knop1
HEXIM2,Hexim2
OR6C75,Or6c75
CCP110,Ccp110
TBCE,Tbce
OR6C76,Or6c76
OR6C76,Or6c76b
OR6C6,Or6c6c
OR6C6,Or6c6
SLC16A11,Slc16a11
ANP32D,Anp32a
TRIM8,Trim8
DCAKD,Dcakd
LALBA,Lalba
NEUROD4,Neurod4
OR9K2,Or9k2
OR9K2,Or9k2b
DUSP16,Dusp16
FER1L5,Fer1l5
PMPCA,Pmpca
FBXO43,Fbxo43
RAB18,Rab18
TTYH1,Ttyh1
,Gm54541
HEBP1,Hebp1
SLC28A2,Slc28a2b
SLC28A2,Slc28a2
LMAN2L,Lman2l
PRKAG1,Prkag1
GPRC5B,Gprc5b
PTK2B,Ptk2b
GALNT7,Galnt7
FBF1,Fbf1
IQCK,Iqck
GATM,Gatm
CNNM4,Cnnm4
RNU6-1054P,Gm23096
METTL14,Mettl14
WNT8B,Wnt8b
LENG9,Leng9
CNNM3,Cnnm3
CDC42EP5,Cdc42ep5
NDUFB8,Ndufb8
ZNF8,Zfp128
SLC35G6,Slc35g3
PARD6A,Pard6a
SPECC1,Specc1
GLRB,Glrb
ANKRD23,Ankrd23
ENKD1,Enkd1
CELSR3,Celsr3
GAD2,Gad2
AFG2B,Afg2b
CDKN1B,Cdkn1b
C16orf86,4933405L10Rik
ERP29,Erp29
ANKRD39,Ankrd39
MIR147B,Mir147
SLC30A4,Slc30a4
RNU6-582P,Gm23515
GFOD2,Gfod2
RNU6-1217P,Gm23096
CDK3,Cdk3
SNORA41B,Gm25409
PDE5A,Pde5a
SEMA4C,Sema4c
KCNC3,Kcnc3
BLOC1S6,Bloc1s6
GPR142,Gpr142
EPN2,Epn2
NAA25,Naa25
NCKIPSD,Nckipsd
NR1H2,Nr1h2
CIITA,Ciita
YME1L1,Yme1l1
RAMP1,Ramp1
PCSK5,Pcsk5
MOGAT1,Mogat1
SQOR,Sqor
ACSL3,Acsl3
UPK3BL2,Upk3bl
TRAFD1,Trafd1
IP6K2,Ip6k2
ADCYAP1R1,Adcyap1r1
ITGB1,Itgb1
SLC35G3,Slc35g3
RUNDC1,Rundc1
RFK,Rfk
EFCAB5,Efcab5
,Gm22676
HAUS3,Haus3
RN7SKP71,Gm55636
HECTD4,Hectd4
TRBV20OR9-2,Trbv20
SLC1A1,Slc1a1
USP8,Usp8
ZNF518B,Zfp518b
OR11A1,Or11a4
CRACD,Cracd
ATP6V1C1,Atp6v1c1
SPIB,Spib
RNU6-1075P,Gm22458
PTER,Pter
PLPP6,Plpp6
TNS3,Tns3
TANC2,Tanc2
CDC37L1,Cdc37l1
C1QL3,C1ql3
DENND4B,Dennd4b
MYBPC2,Mybpc2
SRGN,Srgn
AK3,Ak3
SRP72,Srp72
C1RL,C1rl
RIPOR1,Ripor1
NCALD,Ncald
LOXL3,Loxl3
CCDC57,Ccdc57
GARIN5A,Garin5a
FGF6,Fgf6
DDIT3,Ddit3
CCR6,Ccr6
CRTC2,Crtc2
C5,AI182371
C5,Hc
EMC10,Emc10
RAB44,Rab44
ANAPC7,Anapc7
SEPTIN7,Septin7
PPIL1,Ppil1
SLC25A11,Slc25a11
C6orf89,BC004004
ANXA13,Anxa13
USP50,Usp50
RNF167,Rnf167
PI16,Pi16
TRPM7,Trpm7
TMEM132C,Tmem132c
RB1CC1,Rb1cc1
CREB3L4,Creb3l4
ATG101,Atg101
MTCH1,Mtch1
HNRNPD,Hnrnpd
ZSCAN18,Zscan18
CLEC12B,Clec12b
DCTN1,Dctn1
TAFA2,Tafa2
PFN1,Pfn1
ZNF329,Zfp329
KIF2A,Kif2a
ENO3,Eno3
B3GNT8,B3gnt8
SLCO1A2,Slco1a6
SLCO1A2,Slco1a5
SLCO1A2,Slco1a1
SLCO1A2,Slco1a7
SLCO1A2,Slco1a4
SLCO1A2,Slco1a8
RPL36,Rpl36
MKRN2,Mkrn2
CPA6,Cpa6
CTCF,Ctcf
PIM1,Pim1
NFIB,Nfib
ZMAT3,Zmat3
MESD,Mesd
JTB,Jtb
TMEM217,Tmem217
MICOS13,Micos13
ODF1,Odf1
CFAP161,Cfap161
BACH2,Bach2
MED30,Med30
PIK3CA,Pik3ca
SLC28A1,Slc28a1
RAB13,Rab13
RDH10,Rdh10
PITPNM2,Pitpnm2
SPAG7,Spag7
TRERF1,Trerf1
RNF19A,Rnf19a
RPS27,Rps27
SNORD42,Snord42b
HNRNPDL,Hnrnpdl
CAMTA2,Camta2
RNU6-179P,Gm55139
C1orf52,2410004B18Rik
VNN1,Vnn1
TMEM52B,Tmem52b
RANBP10,Ranbp10
RAB2A,Rab2a
PLEKHG6,Plekhg6
ARPC4,Arpc4
CEP104,Cep104
UBE3A,Ube3a
HAVCR1,Timd5
HAVCR1,Havcr1
HAVCR1,Timd2
HAVCR1,Timd6
PIGX,Pigx
STK3,Stk3
TSNAXIP1,Tsnaxip1
